"PlayerID","FirstName","LastName","Multiplicity"
8445602,"Dan","Bonar",1
8445603,"Laurie","Boschman",1
8445604,"Tim","Bothwell",1
8445611,"Mike","Bossy",1
8445612,"Pierre","Bouchard",1
8445613,"Bruce","Boudreau",1
8445614,"Mike","Corrigan",1
8445615,"Rick","Bourbonnais",1
8445617,"Bob","Bourne",1
8445618,"Pat","Boutette",1
8445621,"Ray","Bourque",1
8445623,"Charlie","Bourgeois",1
8445625,"Paul","Boutilier",1
8445626,"Mark","Botell",1
8445628,"Dan","Bourbonnais",1
8445629,"Phil","Bourque",1
8445636,"Andre","Corriveau",1
8445637,"Les","Costello",1
8445638,"Murray","Costello",1
8445643,"Rick","Bowness",1
8445644,"Charlie","Cotch",1
8445648,"Baldy","Cotton",1
8445653,"Randy","Boyd",1
8445655,"Greg","Brown",1
8445657,"Neil","Brady",1
8445659,"Philippe","Bozon",1
8445662,"Steve","Bozek",1
8445666,"Curt","Brackenbury",1
8445667,"Rick","Bragnalo",1
8445672,"Brian","Bradley",1
8445676,"Ken","Breitenbach",1
8445677,"Per-Olov","Brasar",1
8445680,"Dan","Brennan",1
8445683,"Andy","Brickley",1
8445685,"Mel","Bridgman",1
8445689,"Rob","Brown",1
8445690,"Bob","Brooke",1
8445696,"Carl","Brewer",1
8445700,"Jeff","Brown",1
8445704,"Gord","Brooks",1
8445710,"Larry","Brown",1
8445711,"Jim","Brown",1
8445712,"Dave","Brown",1
8445713,"Keith","Brown",1
8445715,"Jeff","Brownschidle",1
8445719,"Jack","Brownschidle",1
8445722,"Murray","Brumwell",1
8445723,"Jeff","Brubaker",1
8445724,"Neal","Broten",1
8445725,"Aaron","Broten",1
8445727,"Jiri","Bubla",1
8445728,"David","Bruce",1
8445729,"Paul","Brydges",1
8445730,"Doug","Brown",1
8445733,"Kelly","Buchberger",1
8445734,"Benoit","Brunet",1
8445735,"Rod","Brind'Amour",1
8445736,"Paul","Broten",1
8445738,"Francis","Breault",1
8445739,"Patrice","Brisebois",1
8445740,"Jack","Coughlin",1
8445742,"Art","Coulter",1
8445744,"Billy","Coutu",1
8445745,"Gerry","Couture",1
8445746,"Rosie","Couture",1
8445749,"Bruce","Cowick",1
8445752,"Randy","Bucyk",1
8445754,"Bill","Cowley",1
8445762,"Danny","Cox",1
8445764,"Bart","Crashley",1
8445767,"Jack","Crawford",1
8445771,"Mike","Bullard",1
8445773,"Ted","Bulley",1
8445775,"Marc","Bureau",1
8445783,"Adam","Burt",1
8445787,"Gary","Burns",1
8445789,"Shawn","Burr",1
8445790,"Randy","Burridge",1
8445792,"Dave","Burrows",1
8445793,"Nelson","Burton",1
8445796,"Rod","Buskas",1
8445798,"Mike","Busniuk",1
8445800,"Ron","Busniuk",1
8445802,"Rusty","Crawford",1
8445803,"Garth","Butcher",1
8445805,"Dave","Creighton",1
8445806,"Jimmy","Creighton",1
8445807,"Dave","Cressman",1
8445808,"Jerry","Butler",1
8445810,"Bill","Butters",1
8445814,"John","Byce",1
8445816,"Terry","Crisp",1
8445819,"Joe","Crozier",1
8445820,"Jerry","Byers",1
8445821,"Lyndon","Byers",1
8445824,"Nels","Crutchfield",1
8445825,"Barry","Cullen",1
8445826,"Brian","Cullen",1
8445827,"Ray","Cullen",1
8445828,"Barry","Cummins",1
8445829,"Bob","Cunningham",1
8445830,"Les","Cunningham",1
8445831,"Bill","Cupolo",1
8445833,"Floyd","Curry",1
8445834,"Paul","Curtis",1
8445835,"Ian","Cushenan",1
8445838,"Cully","Dahlstrom",1
8445841,"Bunny","Dame",1
8445842,"Hank","Damore",1
8445843,"Harold","Darragh",1
8445844,"Jack","Darragh",1
8445846,"Bob","Davidson",1
8445847,"Gord","Davidson",1
8445848,"Bob","Davie",1
8445851,"Lorne","Davis",1
8445853,"Bob","Dawes",1
8445854,"Hap","Day",1
8445855,"Billy","Dea",1
8445856,"Don","Deacon",1
8445857,"Butch","Deadmarsh",1
8445859,"Brett","Callighen",1
8445860,"Drew","Callander",1
8445861,"Jock","Callander",1
8445862,"Nelson","Debenedet",1
8445865,"Alex","Delvecchio",1
8445866,"Ab","DeMarco",1
8445867,"Ab","DeMarco",2
8445868,"Tony","Demers",1
8445869,"Jean Paul","Denis",1
8445872,"Lulu","Denis",1
8445873,"Corb","Denneny",1
8445874,"Cy","Denneny",1
8445875,"Norm","Dennis",1
8445877,"Al","Cameron",1
8445878,"Dave","Cameron",1
8445883,"Gerard","Desaulniers",1
8445884,"Joffre","Desilets",1
8445885,"Vic","Desjardins",1
8445887,"Tommy","Dewar",1
8445888,"Al","Dewsbury",1
8445891,"Marcel","Dheere",1
8445893,"Colin","Campbell",1
8445899,"Harry","Dick",1
8445900,"Scott","Campbell",1
8445901,"Wade","Campbell",1
8445902,"Ernie","Dickens",1
8445903,"Herb","Dickenson",1
8445904,"Bob","Dill",1
8445906,"Bob","Dillabough",1
8445908,"Cecil","Dillon",1
8445909,"Bill","Dineen",1
8445910,"Gary","Dineen",1
8445911,"Chuck","Dinsmore",1
8445918,"Dave","Capuano",1
8445920,"Terry","Carkner",1
8445923,"Babe","Donnelly",1
8445926,"John","Doran",1
8445931,"Steve","Carlson",1
8445932,"Jack","Carlson",1
8445936,"Kent","Carlson",1
8445937,"Anders","Carlsson",1
8445938,"Randy","Carlyle",1
8445939,"Lloyd","Doran",1
8445940,"Ken","Doraty",1
8445943,"Gary","Dornhoefer",1
8445945,"Kent","Douglas",1
8445946,"Les","Douglas",1
8445950,"Gordie","Drillon",1
8445952,"Clarence","Drouillard",1
8445953,"Polly","Drouin",1
8445955,"Herb","Drury",1
8445956,"Gilles","Dube",1
8445957,"Dick","Duff",1
8445958,"Marc","Dufour",1
8445960,"Lorne","Duguid",1
8445961,"Woody","Dumart",1
8445962,"Art","Duncan",1
8445963,"Frank","Dunlap",1
8445964,"Denis","Dupere",1
8445965,"Steve","Durbano",1
8445967,"Norm","Dussault",1
8445968,"Duke","Dukowski",1
8445969,"Red","Dutton",1
8445972,"Babe","Dye",1
8445977,"Bobby","Carpenter",1
8445979,"Jimmy","Carson",1
8445980,"Larry","Carriere",1
8445981,"Greg","Carroll",1
8445983,"Billy","Carroll",1
8445989,"John","Carter",1
8445995,"Jack","Dyte",1
8445998,"Tim","Ecclestone",1
8445999,"Frank","Eddolls",1
8446002,"Wayne","Cashman",1
8446003,"Andrew","Cassels",1
